评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
121453,4978,陈南菲,2019-12-16 04:13:21,0,0,0,挺好的，就是给分有点低，和预期不太一样。
123891,4978,陈南菲,2020-06-15 17:50:36,0,0,0,就，还行吧，没有特别好，也没有特别差，基本上投入产出成正比，职规的事都很多，大家都一样。选不上热门老师的课，南菲姐其实也挺好的。没必要特别积极地发言，做选做作业的，按部就班的完成了，小组内好好讨论了，就上4了。
124454,4978,陈南菲,2020-07-01 11:09:24,0,1,1,这个老师的职规很有意思，值得一上，是那种能够给你启发的老师，能够跟随老师的脚步一步步发现自己的价值
127684,4978,陈南菲,2020-11-26 00:04:22,-5,2,7,职规书20页看来不够
128661,4978,陈南菲,2020-12-25 02:57:21,0,0,0,老师很干练
130064,4978,陈南菲,2021-01-16 07:13:01,0,0,0,非常平易近人，我考试提交出错了她很耐心的帮我解决，很体贴细心
130884,4978,陈南菲,2021-01-25 06:00:23,0,0,0,事情很多
132528,4978,陈南菲,2021-02-02 06:10:39,2,2,0,很温柔贴心的姐姐！
162529,4978,陈南菲,2022-11-24 12:15:42,0,0,0,职规课爱了爱了
172591,4978,陈南菲,2023-05-01 07:52:20,0,0,0,职规还可以
172664,4978,陈南菲,2023-05-04 01:56:58,0,0,0,选的是老师的职规。有趣，亲和，智慧。给分也很好。
172765,4978,陈南菲,2023-05-06 10:26:53,0,0,0,职规，课讲得很有意思，但给分很一般
172932,4978,陈南菲,2023-05-10 03:56:07,5,5,0,快逃，快逃
174166,4978,陈南菲,2023-06-07 02:37:37,1,1,0,【职规】上课活动蛮多的，当然可以不听。其中一节课请了一个外面HR讲课。有个本子交给组长管的，要记录每节课组员的发言情况（占平时分）。十个问题简答的小作业；一篇简历；一份职规生涯报告书；期末是表演舞台剧（可以制作成视频当场播放，今年就被一个组做的像电影一样的视频薄纱了）。给分和实际消耗时间大致相符。
174856,4978,陈南菲,2023-06-19 05:42:53,0,0,0,挺好的，上课互动比较多但课后没什么作业
187159,4978,陈南菲,2024-01-15 01:02:49,7,9,2,讨厌这个老师…
191178,4978,陈南菲,2024-04-10 16:15:18,0,0,0,很好哦
195144,4978,陈南菲,2024-06-27 02:55:52,2,2,0,朋辈课不错
198625,4978,陈南菲,2024-09-10 09:20:39,-1,1,2,教师节在钉群发红包，爱了爱了
203813,4978,陈南菲,2024-11-21 08:12:45,1,2,1,朋辈当了组长劳心劳力结果被绩杀
205860,4978,陈南菲,2024-12-12 10:18:38,3,3,0,给分随意，完全不捞，和平时付出没啥太大关系。选上了可以自求多福了
206662,4978,陈南菲,2024-12-17 03:57:44,0,0,0,非常不错的老师
211887,4978,陈南菲,2025-01-13 01:11:30,1,1,0,。。。
212468,4978,陈南菲,2025-01-14 05:03:51,0,1,1,思政。看到以前评论说绩杀一直很害怕，结果居然没杀到我，4.8飘过
212483,4978,陈南菲,2025-01-14 05:18:46,0,0,0,老师我爱你💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗虽然分没有特别高，但我真的很水💗
215543,4978,陈南菲,2025-02-28 03:45:16,0,1,1,个人感觉陈老师是一个比较外向、比较大大咧咧、心直口快的一位老师，老师上课还是蛮有激情的，课后去团辅预约也很耐心，其实陈老师人还是不错的！最后给分也很满意了有4.8
218479,4978,陈南菲,2025-04-24 03:19:43,0,0,0,给分很好，上课可以看情况水
