评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
201272,2868,金一平,2024-10-31 02:54:51,3,4,1,一、专家面看眼缘挑人，而忽略掉前面所有的努力，这才是我们想控诉的。一个专家仅仅凭借五分钟的眼缘，就否定掉三个月的努力[功德]\n\n二、面试到最后才轮到CKC的同学，面试官有在玩手机根本没心思听下去，教务处老师却一再强调就是竺院的学生不行、所以竺院的同学才被刷掉这么多[功德]\n\n三、专家终面的评价方式仅仅是记录，根本没有分数什么的，最后才根据印象挑人。即使我承认确实是大牛，但这种方式真的合理吗？如果合理的话，之后谁还会去报名ITP呢？[功德]\n\n被专家筛了只会和同学说“就是你实力不行”，是否考虑过这个机制的不合理呢？这种人都能负责教务管理，浙大竺院的未来何去何从呢！！！
215049,2868,金一平,2025-02-20 09:39:38,2,2,0,热衷走后门的人
216486,2868,金一平,2025-03-17 08:51:20,0,0,0,官威好大，乐于为难学生，真是必样的
159593,3092,林德森,2022-08-21 12:17:02,0,2,2,好好好
178007,3092,林德森,2023-07-06 06:48:11,0,0,0,好好好！！！
19622,3452,楼杨钇,2016-01-25 03:17:23,0,0,0,为什么没有零分？
30168,3452,楼杨钇,2016-07-01 04:30:35,0,0,0,呵呵哒，人不怎么样
30436,3452,楼杨钇,2016-07-01 14:55:09,0,0,0,就一垃圾
79215,3939,张慧,2018-05-27 10:54:29,19,22,3,快回家吧
79396,3939,张慧,2018-06-03 10:19:47,14,16,2,不学无术，误人子弟
80703,3939,张慧,2018-06-29 13:45:33,21,40,19,我一直很好奇查老师为什么没有一分的设定，真的作为一个形策老师，你对于党性的宣传我不予否认，但是真的请你尊重一下我们的智商。郑和下西洋到了墨西哥，而且此处注意了哦，她举的例子的理由是在那发现了清朝官员的随身物品。在此我在她的课上不仅感受到了世界观的颠覆，还感受到了时空的错乱，请告诉我为什么这样的人可以当一个老师
80812,3939,张慧,2018-07-01 09:44:57,8,8,0,哦呵嗯
86435,3939,张慧,2018-09-16 05:51:47,4,6,2,给分差到怀疑人生。\n\n
91516,3939,张慧,2019-08-28 07:21:24,4,5,1,听说还要。。。
92793,3939,张慧,2019-01-04 12:28:55,0,2,2,给分太差，讲课也是念ppt
93454,3939,张慧,2019-01-10 00:52:32,0,1,1,感觉不像思修老师
113794,3939,张慧,2019-07-07 14:26:51,-1,1,2,身为我的行策老师 你出现过吗
118376,3939,张慧,2019-10-26 04:57:07,-1,0,1,两个字 辣鸡
125793,3939,张慧,2020-09-14 09:35:47,3,5,2,谨以这一分来祭奠我那不配被捞的绩点
125802,3939,张慧,2020-09-14 10:53:00,5,7,2,吗死会点高给策形啊🐮真你
125806,3939,张慧,2020-09-14 11:13:53,3,5,2,给的什么破分？？
130921,3939,张慧,2021-01-25 08:53:50,-9,5,14,不小心翘课一次还能被捞到4.5\n\n爱了爱了
145983,3939,张慧,2022-01-07 16:57:41,4,5,1,给分不算高
145986,3939,张慧,2022-01-05 02:15:01,3,5,2,不错的老师，跟同学交流很亲切
147327,3939,张慧,2022-01-09 14:20:25,0,1,1,还行还行还行
147536,3939,张慧,2022-01-10 07:49:18,0,1,1,有点名，事情不多
148355,3939,张慧,2022-01-12 08:17:17,6,7,1,给分变好了，没传说中的那么差
150157,3939,张慧,2022-01-19 14:34:33,7,8,1,朋辈课，讲课行，给分不错，要点名
150393,3939,张慧,2022-01-24 12:16:57,5,5,0,点名，分数不错，考试有点难
150488,3939,张慧,2022-01-26 15:03:09,2,3,1,给分挺不错，没有被正态，喜提4.5
150634,3939,张慧,2022-02-06 09:30:36,3,4,1,其实是一个还可以的老师
154274,3939,张慧,2022-05-28 00:26:44,0,1,1,一般水平是有的
154299,3939,张慧,2022-05-29 12:52:38,3,4,1,老师讲课挺清晰的，讲的知识也有用
164439,3939,张慧,2022-12-21 03:53:54,1,1,0,还行吧
165346,3939,张慧,2023-01-02 04:02:33,1,3,2,给分还行，朋辈课
176135,3939,张慧,2023-06-28 02:29:32,2,4,2,给分还行哦，我们寝室两个4.5，两个4.8.
193942,3939,张慧,2024-06-21 03:02:30,0,0,0,形策给分还不错，事情相比起来也是最少的那一档\n\n不太需要纠结卡绩，感觉应该是给每个人调成区间最高了，因为我认识的人分布在不同区间都刚好卡绩\n\n感觉评分偏低了，还可以的，上课也不是很水
194775,3939,张慧,2024-06-25 11:25:32,4,4,0,形策5.0前来还愿。事情在所有班里算是少的，给分还不错的，但其实最主要还是看个人，期末考多写点肯定分数肯定不会低的。
201186,3939,张慧,2024-10-30 00:48:30,1,1,0,形策，感觉给分还不错
213247,3939,张慧,2025-01-16 12:54:31,0,0,0,纯sb，上个辣鸡通识还给lz拉绩点
221353,3939,张慧,2025-06-23 04:15:03,0,0,0,朋辈课给分不错  老师看上去比较严肃实际上还是挺好的
70920,3947,王鸿阳,2018-01-28 00:22:44,11,41,30,巨爽，老师超帅
70923,3947,王鸿阳,2018-01-28 00:24:09,-27,17,44,刷屏现场
70926,3947,王鸿阳,2018-01-28 00:26:06,24,67,43,长得太帅影响我学习了(╯‵□′)╯︵┻━┻
70929,3947,王鸿阳,2018-01-28 00:28:37,112,169,57,最好的导员，根本找不到差评的理由。导员是他，三生有幸。\n\n军训时，王导同情“不睡觉大学”的我们，安排时间非常合理，真的关心我们。我询问分数，老师凌晨三点还在回我。竺院14连，280人，某某人提出正态分布，每一个3.0，相信对于王导都像刀割一样。\n\n学期间主动找大家谈话，谈心。\n\n考试结束，天气渐凉，有发来暖心的短信。\n\n王导要照顾几百人，真的辛苦。在导员方面，应当绝对点赞???
70932,3947,王鸿阳,2018-01-28 00:30:33,11,37,26,帅，幽默风趣\n\n
70940,3947,王鸿阳,2018-01-28 00:40:23,11,38,27,王鸿阳真的帅！
70941,3947,王鸿阳,2018-01-28 00:40:32,30,58,28,遇到这么棒的辅导员真是三生有幸，为了能有王导这么好的导员我也要拼了命地留在院里啊！
70945,3947,王鸿阳,2018-01-28 00:42:22,-31,24,55,最难忘的是邂逅你的那个夜晚，你坐在我的身边，拼着同一副拼图。你微微一笑：我是新来的辅导员。多么阳光，多么令人迷醉。我想我不可救药地爱上了你
70946,3947,王鸿阳,2018-01-28 00:42:43,11,40,29,肤白貌美！！不接受反驳！！绝对的暖男一枚，平时和我们玩成一片，在他的带领下脱单率再创新高（对不起我拖后腿了），考试周给我们发了好几条短信鼓励我们，还会卖萌～当然是给满分啦QwQ
70947,3947,王鸿阳,2018-01-28 00:43:04,8,34,26,王导太棒了
70948,3947,王鸿阳,2018-01-28 00:43:55,48,84,36,最好的辅导员没有之一，王导是我来这里不后悔的最大原因，考试期间给大家发短信加油打气，放假也会发短信提醒要注意的事情。还有还有，王导超级帅！！！男神到不行，跑步健身都很棒。而且很暖，有什么不开心都可以去找他聊聊，很平易近人，经常和学生们参加活动。总之就是，不给十分良心过不去
70952,3947,王鸿阳,2018-01-28 00:47:33,20,44,24,王导你太帅了！
70955,3947,王鸿阳,2018-01-28 00:50:03,37,66,29,无理由的好评\n\n因为身为辅导员各个方面都无可挑剔\n\n责任心爆棚“细腻有温度的工作”\n\n就希望王导这么帅早日脱单啊！
70958,3947,王鸿阳,2018-01-28 00:54:37,20,48,28,或许这就是暖心男神
70966,3947,王鸿阳,2018-01-28 01:11:09,20,45,25,巨帅，超暖，绝对满分不解释
70977,3947,王鸿阳,2018-01-28 01:23:42,-26,26,52,你这么帅，做我男朋友怎么样？
71025,3947,王鸿阳,2018-01-28 01:55:12,35,62,27,不想多说，来浙里最幸运的两件事，一件是进了竺院，另一件是有王导做辅导员。
71029,3947,王鸿阳,2018-01-28 01:59:03,-25,22,47,我要占领这片地方，只为了给你打call。
71040,3947,王鸿阳,2018-01-28 02:03:02,-27,15,42,还行吧给分不错
71044,3947,王鸿阳,2018-01-28 02:05:21,11,40,29,肤白貌美竺院第一月老?
71046,3947,王鸿阳,2018-01-28 02:06:05,-25,17,42,世界上最好的辅导员，颜值高到没话说，超暖的阳阳，要亲亲抱抱举高高￣﹃￣
71048,3947,王鸿阳,2018-01-28 02:14:32,19,43,24,全世界最好的辅导员！不接受反驳！从军训开始到现在，给了我们太多的帮助、欢乐和鼓励，
71053,3947,王鸿阳,2018-01-28 02:10:47,11,35,24,王导超级暖！而且很幽默！
71054,3947,王鸿阳,2018-01-28 02:11:03,17,43,26,这样的辅导员，10分不够¯\_(ツ)_/¯
71055,3947,王鸿阳,2018-01-28 02:11:30,10,34,24,开心，笔芯
71074,3947,王鸿阳,2018-01-28 02:25:36,17,43,26,绝对是最好的辅导员，王导学霸男神。
71077,3947,王鸿阳,2018-02-04 11:38:57,32,61,29,最幸运的事是军训辅导员是他，不幸的是年级辅导员不是他\n\n没有diss别的辅导员的意思，可是我真的好想让王导做我们的辅导员啊QAQ
71091,3947,王鸿阳,2018-01-28 02:48:17,13,36,23,沉迷于王导肤白貌美的盛世美颜，哈哈哈哈哈哈真的是超级暖心的辅导员，和每一位同学都很亲近，很幽默，很酷
71100,3947,王鸿阳,2018-01-28 02:53:11,23,51,28,帅气迷人，温柔负责；上得厅堂，下得厨房；竺院第一月老，八卦集散中心，做他另一个学期的学生助理，被室友嫉妒死了。王导，你说说你，咋这么好呢。唯一一点不好的——啥时候给我们找个嫂子啊。
71104,3947,王鸿阳,2018-01-28 03:02:25,33,57,24,王导不是直接带我的辅导员啊但是真的很棒了！能不能不要长得这么帅，真的关心学生，满分没话说
71114,3947,王鸿阳,2018-01-28 03:23:27,30,81,51,看见大家都在说他帅 我觉得都是水军 因为王导芙蓉不及美人妆，水殿风来珠翠香 眉梢眼角藏秀气，声音笑貌露温柔 冰肌自是生来瘦，那更分飞后 朱粉不深匀，闲花淡淡香。细看诸处好，人人道，柳腰身 满搦宫腰纤细，年纪方当笄岁。刚被风流沾惹，与合垂杨双髻。初学严妆，如描似削身材，怯雨羞云情意，举措多娇媚
71220,3947,王鸿阳,2018-01-31 13:12:26,-32,39,71,1分，为什么不可以打零分？
71305,3947,王鸿阳,2018-01-28 09:15:13,9,33,24,好好好
71463,3947,王鸿阳,2018-01-28 13:20:41,10,42,32,王导真心赞。严肃的时候让你心惊胆战，暖心的时候让你小鹿乱撞，卖萌的时候让你花枝乱颤，肤白貌美，嗯没错，就是他，王鸿阳!
71546,3947,王鸿阳,2018-01-28 15:11:20,30,54,24,考试周还会发慰问短信的暖心辅导员\n\n(然而我考试周前那条加油的没收到，只收到考试周凉凉以后安慰的那条→_→
72243,3947,王鸿阳,2018-01-29 15:26:23,-22,18,40,打call最美辅导员
72890,3947,王鸿阳,2018-01-31 09:22:46,26,49,23,超级棒超级棒！！！！
72964,3947,王鸿阳,2018-01-31 12:33:30,8,31,23,啊，棒
73225,3947,王鸿阳,2018-02-01 08:01:51,6,30,24,男神！
73774,3947,王鸿阳,2019-04-30 09:23:42,-22,50,72,无比讨厌
73817,3947,王鸿阳,2018-02-03 06:53:32,-27,14,41,给王导跪安
74103,3947,王鸿阳,2019-04-30 09:21:46,-19,63,82,世俗，所以懂得如何笼络人心?这样说偏激了，但王导绝没有所谓的那么好。
74426,3947,王鸿阳,2018-02-21 14:20:31,8,31,23,男神！
74444,3947,王鸿阳,2018-02-24 06:42:16,19,40,21,温暖阳光的大男孩
74567,3947,王鸿阳,2018-12-24 06:03:56,-22,55,77,对不同同学区别对待真是够了
76035,3947,王鸿阳,2018-03-25 10:23:12,-6,35,41,莫名其妙3.0，尽管比别的同学做的多。不过老师还是不错的
80122,3947,王鸿阳,2018-06-20 08:07:05,-28,18,46,辅导员真的超级棒！！！但是军训给分很难说了，说好连部的不会超过3点几来着，最后有一个同学我知道是连部的有4.8
80243,3947,王鸿阳,2019-06-22 18:34:08,45,73,28,评奖评优是制度的锅，不是王导的，虽然我是受害者，虽然我听说有均绩比我低了0.7+的人拿了一奖而我是三奖，虽然大二我还是没有玩命参加活动，面临着无法突破三奖的命运，但是王导就是10分，没毛病。
82240,3947,王鸿阳,2018-07-07 14:20:15,15,42,27,发现王导 满分不解释
85956,3947,王鸿阳,2018-08-26 03:44:01,-20,47,67,对同学区别对待，差评
91136,3947,王鸿阳,2018-12-01 11:38:43,-23,34,57,好在哪？
91587,3947,王鸿阳,2018-12-14 12:40:33,-27,29,56,在这里刷好评的有事吗？认真的？
91593,3947,王鸿阳,2019-04-30 09:20:58,-18,46,64,就是个辣鸡，评奖评优设租寻租，就比如，请问王导，学生会那几位主席副主席的排名和他们的奖学金配吗？
91597,3947,王鸿阳,2018-12-15 03:11:46,-29,28,57,发现王导，一分不解释
91631,3947,王鸿阳,2018-12-16 17:24:24,-26,27,53,我的马鸭，评论的人是怎么了，夸成这样是疯了吗？有一种微博nc粉控评的感觉，败坏本来就不多的好感
91717,3947,王鸿阳,2018-12-18 16:25:55,-30,20,50,根本找不出差评的理由？你给我找几条好评的理由先？夸帅夸暖心的没事吧？？
91736,3947,王鸿阳,2018-12-19 03:51:34,-27,27,54,确实对不同同学区别对待，真的是
91812,3947,王鸿阳,2018-12-21 03:37:55,-31,20,51,令人很无语
91819,3947,王鸿阳,2019-05-01 09:10:23,-30,23,53,迷之自信，自以为手握大权了不起？上次还在学生面前说某荣誉课任课老师坏话，现在什么人都能当辅导员了？
91835,3947,王鸿阳,2018-12-21 17:03:59,-23,30,53,对一部分同学热情得像舔狗，对一部分同学又冷漠的摆臭脸，虽然对我也不差，但讲真，这个样子给1分都嫌高
91838,3947,王鸿阳,2018-12-22 05:13:58,-29,19,48,辅导员对学生的职责是什么他真的知道吗？
91841,3947,王鸿阳,2019-05-01 09:11:06,-27,30,57,先给1分再说理由：我觉得王老师没有搞清自己是来干吗的，你是辅导员跟同学多多交流没错，但也不是随心所欲只跟自己熟的同学交流，也不是无处不在地交流，班会聚餐哪儿都有你，也不是交流一些不该从辅导员嘴里说出来的东西。一年多下来一开始还挺喜欢，后来真的反感了，以为自己是来竺院交朋友的了？
91842,3947,王鸿阳,2019-04-30 09:22:19,-33,20,53,心疼大家，差老师一学期就摆脱了，差辅导员能阴魂不散两年
91849,3947,王鸿阳,2018-12-23 01:50:57,-29,11,40,装逼倒很能装
91852,3947,王鸿阳,2018-12-23 04:34:28,-30,14,44,本来想给5分，看了底下的无脑评论只想打1分
91853,3947,王鸿阳,2018-12-23 04:42:00,-31,11,42,来浙大最不幸的遭遇，就是不得不接受这样的辅导员
91861,3947,王鸿阳,2019-05-03 04:51:44,-38,13,51,大家看到nc粉的评论都顺手举报一下
91881,3947,王鸿阳,2019-05-04 03:57:34,-6,28,34,能解释一下出什么事了吗？？？？
102199,3947,王鸿阳,2019-01-31 10:35:28,99,104,5,很关心同学的身体和未来的安排，永远最晚最拼的辅导员，别的老师口中“把办公室当家”的认真的男人。吐槽评奖评优和军训正态的可以移步校长信箱举报制度
102774,3947,王鸿阳,2019-02-23 00:36:11,-30,2,32,呵呵呵
103812,3947,王鸿阳,2019-04-30 09:23:58,-6,16,22,有点不明白发生了啥事能具体举例一下吗??\n\n对于我个人来说，因为没有交互，也称不上好不好
104130,3947,王鸿阳,2019-03-12 13:38:38,-30,0,30,。。。1分
104741,3947,王鸿阳,2019-03-27 02:31:52,37,44,7,暖心的王导，请楼上差评的人自重
105142,3947,王鸿阳,2019-04-04 10:26:44,67,72,5,就算他打我男朋友屁股，我也要给他十分
105320,3947,王鸿阳,2019-04-28 04:06:43,57,63,6,最好的王导
105432,3947,王鸿阳,2019-04-13 02:56:36,10,27,17,凭心而论，比某些辅导员热情很多，但是是出于真心还是你们说的世俗什么的我就不知道咯
105476,3947,王鸿阳,2019-04-15 04:40:04,44,50,6,直系辅导员不是王导，然后最近压力很大，和直系辅导员约谈聊天，龟速回消息，到了约谈时间被咕咕，因为她路上约到学生家长，所以我就被咕咕了。\n\n反而是王导会主动关心我。以前因为评奖评优对王导有一些不太好的评价，现在冷静了。希望王导没有被我们的言论伤害到。\n\n日久见人心！
105746,3947,王鸿阳,2019-04-19 15:09:23,14,27,13,王导是最好的辅导员，受伤了打电话秒回，运动的短裤衣服都没换就过来，自己完全没有休息时间可言，随时在岗，随时为学生负责。真的很感动。
105747,3947,王鸿阳,2019-04-19 15:13:04,-19,1,20,接触不多
105780,3947,王鸿阳,2019-04-20 10:36:26,69,71,2,又看到了吃学霸餐肝锅的王导，心疼。觉得王导是真的很负责任的辅导员，希望对奖学金什么有怨气的同学口下留德。
105820,3947,王鸿阳,2019-04-21 08:57:29,42,46,4,个人不是很外向，有的时候遇到辅导员和老师会比较怕尴尬，走近了才会小声打招呼，然后某些辅导员看我远远的没有主动打招呼，走近的时候都是假装没看到我，就很尴尬。。。但是王导真的超级热情，会很认真的和你打招呼，感觉到了春天的温暖。。。
105844,3947,王鸿阳,2019-04-22 01:44:36,54,57,3,大四老狗了，回紫金港遇到王导会被很热情的打招呼，对竺院的归属感，很大一部分来自热情的辅导员吧。
105909,3947,王鸿阳,2019-04-23 02:42:51,-12,0,12,
106004,3947,王鸿阳,2019-04-24 08:08:38,19,24,5,期中也有考试周暖心短信就好了！
106029,3947,王鸿阳,2019-04-24 11:34:44,17,22,5,任尔东西南北风，恶意差评者自重。
106134,3947,王鸿阳,2019-04-25 05:39:47,22,27,5,偶遇王导和另一个女老师or辅导员，会顺手帮忙拿袋子真的很暖啊！温柔和热情真的是美德！不要因为王导对大家都很好就怀疑王导心机深沉(/ω＼)
106226,3947,王鸿阳,2019-04-25 23:30:20,19,25,6,目光如炬吧，有时候觉得自己还挺深沉懂事的，然后会被王导一眼看穿。心事可以放心的和王导讲，不会被传播，也不会光给你讲没用的道理，会努力帮助你。
106238,3947,王鸿阳,2019-04-26 02:16:08,18,22,4,注意休息啊王导！
106474,3947,王鸿阳,2019-05-03 10:14:09,-15,9,24,有人解释一下最近两位辅导员评分剧烈变动的原因吗？
107065,3947,王鸿阳,2019-05-01 09:10:43,-11,3,14,吃瓜...
107262,3947,王鸿阳,2019-05-03 00:22:26,24,26,2,虽然不知道为啥卢导为什么掉分，但是在王导这里问为什么王导会涨分的，总觉得奇奇怪怪。我觉得看评论区对王导的评价还挺中肯啊，虽然不乏迷妹的呐喊，但是奖学金事件过去那么久了，大家都冷静了，不迁怒王导了，就自然分回来了...
107306,3947,王鸿阳,2019-05-03 10:15:42,-9,3,12,最近发生了啥子啊
107536,3947,王鸿阳,2019-05-10 23:48:23,-2,6,8,刷分？
108077,3947,王鸿阳,2019-05-27 23:37:46,0,12,12,我只想说：这世上没有永恒的朋友，只有最大化了的利益。周围有些人学问再高，却财迷心窍，小小年纪便炼成腔势，恬不知耻，我感觉他们还不如农民工。
108774,3947,王鸿阳,2019-06-01 21:31:32,0,4,4,。。。
108947,3947,王鸿阳,2019-06-04 14:26:59,4,11,7,区别对待太明显
108948,3947,王鸿阳,2019-06-04 14:27:34,4,10,6,区别对待
108956,3947,王鸿阳,2019-06-04 16:56:25,4,7,3,给我一个低分的理由？摸着良心真的有？
109065,3947,王鸿阳,2019-06-06 12:35:04,0,8,8,一直不喜，感觉是笑面虎
109269,3947,王鸿阳,2019-06-12 13:15:06,3,4,1,评奖评优估计又要掉一波分了，心疼
109392,3947,王鸿阳,2019-06-13 23:48:14,0,8,8,除了呵呵还能说什么，一身官僚气
115006,3947,王鸿阳,2019-07-14 03:24:17,4,4,0,王导今年要去经院了
116006,3947,王鸿阳,2019-08-29 06:29:20,1,2,1,超帅超暖，军训有王导超幸运～
116060,3947,王鸿阳,2019-09-02 02:53:00,4,5,1,王导人真的超级好，可以说是军训最好的辅导员，下一点雨就不会强行出门拉练，非常关心学生。（最主要还很帅）
116072,3947,王鸿阳,2019-09-02 14:08:05,0,1,1,温柔耐心，给人感觉良好
116080,3947,王鸿阳,2019-09-03 04:54:36,1,2,1,守护最帅的王导 最好不接受之一
116092,3947,王鸿阳,2019-09-03 10:59:01,0,1,1,很帅很帅
116110,3947,王鸿阳,2019-09-04 04:15:10,0,1,1,最好的指导员，没有之一\n\n
116111,3947,王鸿阳,2019-09-04 04:15:43,0,1,1,守护最好的王导\n\n
116118,3947,王鸿阳,2019-09-07 11:19:02,1,2,1,守护全世界最好的王导❤️
116119,3947,王鸿阳,2019-09-04 13:26:57,0,1,1,很好的指导员。
116120,3947,王鸿阳,2019-09-04 13:27:44,0,1,1,王导一直很温柔，关心我们的生活
116121,3947,王鸿阳,2019-09-04 13:28:33,0,1,1,简直是男神！
116122,3947,王鸿阳,2019-09-04 13:28:42,0,0,0,王导人帅心热
116123,3947,王鸿阳,2019-09-04 13:30:33,2,4,2,觉得进大学以后最幸运的两件事一件是进了竺院另一件是军训遇到了王导。王导真的太好太好太好太好了是我见过对学生最好的老师长得也是真的帅！超遗憾他只带我军训不是我指导员。能被王导带到的学生真的很幸福！！
116124,3947,王鸿阳,2019-09-04 13:31:09,0,2,2,王导太好了
116125,3947,王鸿阳,2019-09-04 13:32:13,0,1,1,最帅最有人情味的指导员，没有之一。
116126,3947,王鸿阳,2019-09-04 13:32:25,-1,0,1,哈哈哈
116127,3947,王鸿阳,2019-09-04 13:32:30,-1,0,1,好好好
116128,3947,王鸿阳,2019-09-04 13:33:09,5,6,1,确实比较暖，挺帅，发型比较神奇(没有发胶，不知道怎么固定住的)，不过比较好奇评论里的奖学金事件是什么。
116129,3947,王鸿阳,2019-09-04 13:35:25,0,2,2,真正让我体会到指导员对学生的关心，很高兴能在军训遇到王导这样的指导员！王导最帅！
116130,3947,王鸿阳,2019-09-04 13:36:58,0,1,1,非常棒，棒棒哒
116131,3947,王鸿阳,2019-09-04 13:37:02,1,2,1,好好好
116132,3947,王鸿阳,2019-09-04 13:37:23,0,1,1,暖心！
116133,3947,王鸿阳,2019-09-04 13:37:40,0,1,1,非常赞
116134,3947,王鸿阳,2019-09-04 13:37:49,0,1,1,是一个幽默又有风度的男人
116135,3947,王鸿阳,2019-09-04 13:40:08,0,1,1,炒鸡好的辅导员，有魅力人好
116136,3947,王鸿阳,2019-09-04 13:40:13,5,6,1,王导非常体谅学生，能多给我们休息时间尽量多给，经常鼓励大家，比赛输了也会安慰大家，是个难得的好老师。
116137,3947,王鸿阳,2019-09-04 13:40:15,0,1,1,很温暖，很阳光，感觉就像00后，十分的亲切
116138,3947,王鸿阳,2019-09-04 13:41:08,0,1,1,超开心
116139,3947,王鸿阳,2019-09-04 13:41:16,0,1,1,好好好
116140,3947,王鸿阳,2019-09-04 13:41:27,0,1,1,王导帅气
116141,3947,王鸿阳,2019-09-06 09:41:05,8,9,1,也就那样⑧ 成绩不出来之前大家都给10哈哈
116142,3947,王鸿阳,2019-09-04 13:42:15,6,8,2,王导是真的好，又帅又暖超级温柔！我不是颜控迷妹，摸着良心讲，王导真的是个细腻温柔又不失威严的好老师，体谅学生关心学生，做事高效又平和，认真负责，军训能遇见王导真的太幸福了。不接受恶意差评，这样的指导员100分不够。
116143,3947,王鸿阳,2019-09-04 13:43:28,1,2,1,王导炒鸡好
116144,3947,王鸿阳,2019-09-04 13:55:18,6,7,1,很幸运能有王导带我们军训，王导真的很替我们着想，做事不拖泥带水，很暖心很可爱，拔河的时候与我们一起呐喊，输的时候暖心的鼓舞，还为军训期间生日的同学集体送上祝福。守护世界上最好的王导！
116147,3947,王鸿阳,2019-09-04 13:57:00,0,1,1,太暖了 真心喜欢
116148,3947,王鸿阳,2019-09-04 13:58:51,0,1,1,严厉时凛冬，和蔼时暖春。套路多多，惹人喜爱。亦庄亦谐，大师风范。
116149,3947,王鸿阳,2019-09-04 14:12:27,0,1,1,认真负责，幽默风趣
116151,3947,王鸿阳,2019-09-04 14:46:13,1,2,1,牛逼的老师
116152,3947,王鸿阳,2019-09-04 15:58:15,0,1,1,帅气我王导，人好话不多
116154,3947,王鸿阳,2019-09-04 22:08:15,1,2,1,王老师很耐心很负责
116155,3947,王鸿阳,2019-09-04 22:24:32,1,2,1,散发着人格魅力的人，举手投足皆见涵养，天生的领航者，暖心的大哥哥～
116157,3947,王鸿阳,2019-09-05 01:47:00,1,2,1,最好的指导员\n\n爱了爱了
116169,3947,王鸿阳,2019-09-05 10:03:54,2,3,1,感谢王导军训期间对我们的关心和照顾?
116171,3947,王鸿阳,2019-09-05 11:47:48,1,3,2,挺好的一个老师，虽然估计我得79了，但是还是挺他
116181,3947,王鸿阳,2019-09-05 14:49:51,0,1,1,快乐。
116182,3947,王鸿阳,2019-09-05 14:49:59,2,3,1,王导超帅超贴心超温柔 大学第一个遇到王导真的让我十分感激\n\n王导全宇宙最帅！不接受质疑
116183,3947,王鸿阳,2019-09-05 14:56:05,2,3,1,超级棒！特别暖心！
116201,3947,王鸿阳,2019-09-06 06:03:05,1,2,1,王导超好，很为我们考虑，最好的指导员没有之一
116218,3947,王鸿阳,2019-09-06 09:44:30,-1,1,2,我人生中第一个指导员，也是最好的一个！
116228,3947,王鸿阳,2019-09-06 10:54:49,-1,1,2,好，太好了，很好的指导员
116230,3947,王鸿阳,2019-11-16 03:42:03,0,13,13,好像再见他一次啊，见他一次打他一次\n\n
116234,3947,王鸿阳,2019-09-06 11:51:56,-1,1,2,超温柔der
116260,3947,王鸿阳,2019-09-06 22:09:06,1,2,1,明明外在像是个霸总，结果有时候会笑的像个傻子，不过真当超可爱
116282,3947,王鸿阳,2019-09-07 09:49:27,0,1,1,王导威武
116283,3947,王鸿阳,2019-09-07 10:05:21,0,1,1,超级喜欢 人超好 超暖 很体贴
116286,3947,王鸿阳,2019-09-07 12:39:54,3,5,2,王导真的非常好，对每个学生都很好，感觉是真的爱着教育、爱着学生，军训的时候感觉是从心里心疼学生但是又不得不让大家吃苦，把学生们当朋友，把学校当家，最爱王导。最后一天一帮人把王导啊了（23333）。（第一次打分就是王导的10分，小激动小忐忑）
116287,3947,王鸿阳,2019-09-07 10:48:24,-1,0,1,好好好
116288,3947,王鸿阳,2019-09-07 10:50:46,0,1,1,良心laos
116289,3947,王鸿阳,2019-09-07 11:08:05,-1,0,1,老师草鸡草鸡棒～
116290,3947,王鸿阳,2019-09-07 11:09:53,1,2,1,虽然军训分数不理想，但还是大喊一声，王导nb
116291,3947,王鸿阳,2019-09-07 11:11:07,-1,0,1,nb！！！！
116292,3947,王鸿阳,2019-09-07 11:13:32,0,1,1,感谢王导和教官带来的难忘的大学第一课
116293,3947,王鸿阳,2019-09-07 11:14:18,1,1,0,。。。
116294,3947,王鸿阳,2019-09-07 11:15:20,6,7,1,冬练三九不怕寒，夏练三伏不怕热，要问这是为什么，为了打击侵略者，为了打击侵略者!十四连向王导致敬!
116295,3947,王鸿阳,2019-09-12 14:41:39,1,5,4,别的不说，长的真像迪马利亚，帅帅帅
116296,3947,王鸿阳,2019-09-07 11:26:06,-1,0,1,最好的老师
116297,3947,王鸿阳,2019-09-07 11:36:48,-1,0,1,最快乐的老师
116313,3947,王鸿阳,2019-09-08 04:18:16,2,5,3,王导真是一位温柔帅气的指导员，给分很高而且很体贴，军训服没干，他让我们立刻回去换干的衣服来。从不过多占用我们的时间，让我们能在艰苦的军训之余有充分的时间休息。10分不用说！
116323,3947,王鸿阳,2019-09-08 09:54:07,3,5,2,最好的指导员，没有之一！！\n\n（阳阳，看看妈妈吧～～～）
116337,3947,王鸿阳,2019-09-08 14:22:02,-1,1,2,非常好
116424,3947,王鸿阳,2019-09-10 07:01:09,-1,2,3,王导人超好的！
116532,3947,王鸿阳,2019-09-11 06:29:33,-2,1,3,人很好
116637,3947,王鸿阳,2019-09-12 06:10:39,-2,1,3,good
116835,3947,王鸿阳,2019-09-16 10:09:05,-3,1,4,一级棒
116852,3947,王鸿阳,2019-09-16 23:43:19,5,9,4,阳阳！到妈妈这里来！
117465,3947,王鸿阳,2019-09-25 00:38:35,-2,2,4,阳阳超棒！
120939,3947,王鸿阳,2020-01-19 00:20:17,0,3,3,我操了，上课玩手机被抓，迟到1分钟被记，真是操了，不错不错，没收我手机
