评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
206376,8,陈烽,2024-12-14 16:16:52,3,3,0,呜呜呜陈老师我舍不得你，陈老师人超级超级好，可惜陈老师要退休了
206484,8,陈烽,2024-12-15 13:03:24,1,2,1,太好了呜呜
206709,8,陈烽,2024-12-17 07:29:29,7,7,0,有幸作为陈老师的绝版学生\n\n永远在发自内心地微笑，永远在关心每个学生，可惜老师已经到退休年龄了😢😢\n\n浙江大学你能拥有陈老师是你的荣幸知道吗（指指点点）
206830,8,陈烽,2024-12-18 00:17:42,1,1,0,陈老师退休快乐！来年没课了感觉提意见没什么用，但是人太好了还是来打个十分
207046,8,陈烽,2024-12-19 05:27:15,0,0,0,超好的
207768,8,陈烽,2024-12-24 07:45:25,1,1,0,我还没选上老师的乒乓球课，老师怎么就退休了(╥﹏╥)(╥﹏╥)(╥﹏╥)。上过老师的体素课，陈老师真的幽默又和蔼，还经常在朋友圈里分享生活，之前给老师评论后老师还专门送了自家种的柚子来，一人送了一大袋子。
207776,8,陈烽,2024-12-24 08:13:07,0,1,1,唯一的缺点是已经退休了
207921,8,陈烽,2024-12-25 03:22:34,6,6,0,能上陈烽老师的最后一节课是我来浙大最大的幸运
208030,8,陈烽,2024-12-25 08:53:36,5,5,0,今天上完老师的最后一节课，泪目了。
208195,8,陈烽,2024-12-26 06:51:43,7,7,0,陈烽老师是我遇到最好的体育老师，也是最好的哲学老师。老师教的不仅是乒乓，也有人生的智慧。老师人很和蔼，对同学都很认真热情，脸上永远挂着笑脸。很幸运成为老师最后一班学生之一，希望老师永远开心，永远身体健康！满昏满昏！
208197,8,陈烽,2024-12-26 07:01:33,1,1,0,很好的老师，老师很温柔，价值观很好，满分老师
208204,8,陈烽,2024-12-26 07:24:26,1,2,1,老师太好了！给我们拍了好多照片！
208212,8,陈烽,2024-12-26 07:40:29,0,0,0,超好的老师，可惜要退休了🥺
208225,8,陈烽,2024-12-26 08:24:44,0,1,1,陈老师是我人生中遇到的最好的体育老师\n\n他的笑容令我终身难忘\n\n陈老师退休后也要天天开心！
208315,8,陈烽,2024-12-27 00:20:34,4,6,2,到底是哪些出生不给老师打满分的，这么温柔的老师怎么能狠心不打满分
208439,8,陈烽,2024-12-27 16:22:40,4,6,2,祝老师今后也笑口常开，万事胜意！\n\n很温柔，开朗，有耐心的一位老师，到浙大以来第一位让我想永远记住名字和面孔的老师。如果你看到他拿着相机在球房跑来跑去，对着你一顿狂拍，然后偷偷去拍同学们衣服上有趣的图案，你也会觉得他心里应该住着一个明朗的大男孩。备注，老师拍得不错。\n\n虽然我打的很菜，是名副其实的“差生”。但还是留恋从秋到冬，一周一次的相处。接触纯粹的人是一种治愈。\n\n祝课友和您都越来越好！
208820,8,陈烽,2025-01-02 08:48:54,7,7,0,陈烽老师是我入学遇到的最好最好的老师😭😭😭刚认识的时候会觉得老师讲话慢慢悠悠的，比较喜欢讲道理（可能因为上了年纪啦）但是相处下来真的会被老师的真诚和温柔所打动！老师会记住每一个学生的特质，会回应每一个同学的爱，我在生日的时候送了老师一朵我收到的花束里的花，老师专门拍了好多照片发给我🥹🥹最后一节课很遗憾因病没到课，老师会发消息关心我说会永远记得我😭😭😭😭😭虽然很舍不得老师退休，但是祝愿老师永远身体健康万事如意，最后没有上过陈老师课的人这是你们永远的遗憾！！
209098,8,陈烽,2025-01-04 12:37:32,1,1,0,无论水平高低，都推荐
209351,8,陈烽,2025-01-05 13:28:04,2,2,0,体育废，老师往上捞了一档，真的很感谢老师！祝老师退休快乐！很荣幸成为您的学生
209832,8,陈烽,2025-01-07 07:58:58,0,1,1,男神级别
210127,8,陈烽,2025-01-08 08:00:17,1,1,0,老师太好啦
210254,8,陈烽,2025-01-08 14:34:39,0,1,1,老师退休了，班里同学有一半以上满绩，非常关心同学，感谢陈老师
210435,8,陈烽,2025-01-09 07:09:59,3,3,0,最好的老师，无需多言，爱你陈烽
211279,8,陈烽,2025-01-11 06:08:07,4,4,0,非常好老师。只能在心里默默念着您的好。希望老师一直平安快乐。
211525,8,陈烽,2025-01-12 01:05:11,3,3,0,爱老师
211953,8,陈烽,2025-01-13 02:46:23,4,4,0,祝陈老师退休生活天天开心\n\n选上陈老师的课是我的福气\n\n热爱生活的老师 puq传递正能量！
213717,8,陈烽,2025-01-19 08:50:43,0,1,1,毫无疑问的满分，各方各面的满分。\n\n祝老师退休生活平安喜乐！很荣幸能成为您的学生！
214784,8,陈烽,2025-02-18 02:15:10,2,2,0,好老师无需多言
214980,8,陈烽,2025-02-19 15:46:06,5,6,1,选了三个学期陈老师的课，如今陈老师退休了，我也毕业了，突然在一个夜晚怀念起了当年的乒乓球课，祝陈老师退休快乐。
215348,8,陈烽,2025-02-25 09:15:09,-23,0,23,这老师不行啊…打满分的到底是谁
217534,8,陈烽,2025-04-12 13:14:50,3,3,0,楼下那个沙比也就是匿名救了你，不行在哪你倒是说啊？
219305,8,陈烽,2025-05-24 12:37:04,1,1,0,上学期选了老师的初级班，这学期快结束了才想起来要来评分TT 老师真的特别特别好，会和蔼地讲一些人生道理，也很关心同学们早八上课前有没有吃早饭。给分特别捞，虽然退休了也经常组织一些春游秋游活动和同学们一起爬山，有时还会在puq发长长的生活感悟，很有人情味的一位邻家爷爷^^
9666,31,张锐,2015-11-04 04:03:37,19,34,15,老师说话言简意赅，每次都比旁边班级早放二十分钟
11034,31,张锐,2015-11-24 03:02:52,16,25,9,很有趣
13216,31,张锐,2015-12-25 08:29:17,1,6,5,挺好的老师
13511,31,张锐,2015-12-29 00:31:09,3,8,5,下个学期还想选
16787,31,张锐,2016-01-19 03:16:32,5,10,5,直爽负责的老师
16814,31,张锐,2016-01-19 04:24:19,-25,7,32,TMD坑货
16830,31,张锐,2016-01-19 04:57:12,8,15,7,老师很好，下课早。给分，我以为我可以满绩但是没有。
16865,31,张锐,2016-01-19 06:08:12,4,10,6,喜欢定向喜欢张锐老师。我以为我能满绩但是没有！
16998,31,张锐,2016-01-19 12:07:24,1,5,4,老师不错但是我才3.3！
17111,31,张锐,2016-01-19 15:10:10,1,3,2,大学四门体育。选了两次张老师定向越野分数是最高的
36229,31,张锐,2016-11-11 07:12:33,1,7,6,老师还是比较和蔼，体育课嘛，也不能太要求干货。定向越野是体力活，但也对12分钟跑有好处
39620,31,张锐,2016-12-26 07:13:03,7,13,6,老师圣诞节给我们发了100块的红包，浓浓的师生情啊。虽然我没抢到(>_<)
41509,31,张锐,2017-01-12 05:36:59,-5,3,8,喜欢提前下课的老师，超级喜欢，很适合女孩子上，比较水
41607,31,张锐,2017-01-12 08:52:06,-1,3,4,很好的老师
41618,31,张锐,2017-01-12 09:09:36,-1,1,2,很喜欢定向越野
41650,31,张锐,2017-01-12 09:49:42,-1,3,4,随性直爽
41688,31,张锐,2017-01-12 10:56:27,-1,2,3,老师人超和蔼 完成跑步任务以后就会下课
41772,31,张锐,2017-01-12 14:14:17,-52,4,56,坑课！浪费三个周末到校外跑特坑！周末事情多的同学慎选！
42127,31,张锐,2017-01-13 15:39:11,-1,1,2,老师一般下课都很早，体测什么的也比较松，很负责的老师。只要不水课，掌握技巧地跑，拿高分很简单
42722,31,张锐,2017-01-15 03:48:43,0,2,2,老师很好很好很好！！！！
43129,31,张锐,2017-01-15 23:52:56,1,5,4,老师人特别好！！下雨天雨太大让我们集合一会儿就放了，越野回来下雨了怕我们感冒让我们签到就回去，别人还要冒雨集合，特别好的老师，很关心我们，很温柔。\n\n
51561,31,张锐,2017-06-07 06:17:29,-1,2,3,很好的老师
53532,31,张锐,2018-03-06 06:50:05,-1,3,4,老师人不错，每次都提前至少二十分钟左右下课，就是给分不太水
59705,31,张锐,2017-09-26 04:05:27,0,2,2,很棒哦
66555,31,张锐,2018-01-17 08:46:26,1,3,2,很棒，老师人超好，稍微严格了点，给分不水，但是还是推荐
70379,31,张锐,2018-01-28 14:06:12,-11,7,18,老师人还可以，但是给分简直神坑，而且微信上面咨询以及请假什么的一直不理人，提出成绩太低的疑问，压根不回。我十二分钟跑满分，最后期末考核成绩也在前列，app锻炼距离也到了，居然只给我这么点分数，真的太过分。别人水水过的满绩，让我怎么想？
75845,31,张锐,2018-03-20 00:52:55,0,2,2,超好的老师
81578,31,张锐,2018-07-05 12:41:01,1,7,6,人好事少给分高
81589,31,张锐,2018-07-05 13:06:32,0,2,2,上了张老师三个学期的定向越野，老师人好事少，很为学生着想。给分不水。
111287,31,张锐,2019-07-01 00:32:26,0,2,2,老师人好好啊！真的蛮为学生着想，相比于我上个学期的定向老师简直温柔太多了………给分的话我觉得定向越野都不赖
124774,31,张锐,2020-07-09 02:18:02,-1,2,3,给分真的不错了，而且这个学期的线上课，讲真不能再水了。
126531,31,张锐,2020-09-29 10:54:37,0,2,2,老师人很好
129070,31,张锐,2020-12-29 12:29:22,1,5,4,上张老师的身体素质课可以体会到“这就是街舞”的感觉\n\n总体上是个很棒的老师，身体素质课很少放你去跑步打卡，不水。定向越野也报的张老师的。\n\n给10分了
131606,31,张锐,2021-01-28 06:49:42,1,5,4,很温和的老师，给分也还不错，本体育废柴最后4.2，就是定向越野每节课跑得好累
135511,31,张锐,2021-05-12 09:03:57,1,4,3,很体贴，水着课他也不说你
135996,31,张锐,2021-06-08 23:38:19,0,12,12,这个老师是不会用浙大钉吗？上的他的身体素质课，上课有好几个地点每次都不说在哪上，在群里问也不回，请病假就不读消息按旷课算？？？体育课我不知道怎么样，反正身素慎选，事贼tm多还恶心人，1分
138277,31,张锐,2021-07-08 09:45:09,0,2,2,一般般
139287,31,张锐,2021-07-14 05:02:19,-10,1,11,十二分跑五圈，其他也一般般，老师居然绩点给我4.5。给分很好呀
140224,31,张锐,2021-09-06 04:11:39,0,4,4,yyds
148263,31,张锐,2022-01-12 03:58:56,1,3,2,能捞，不多说了
149346,31,张锐,2022-01-15 06:44:39,-2,2,4,人好事少，但好像不怎么捞人
150805,31,张锐,2022-02-19 00:47:01,0,1,1,身体素质课挺负责的，有时候还会放我们去跑2.5公里
150946,31,张锐,2022-02-21 09:30:49,2,4,2,很负责的老师
155097,31,张锐,2022-06-08 08:20:06,1,2,1,好老师好老师
155878,31,张锐,2022-06-16 11:56:21,9,9,0,这个老师好像基本不用钉钉，三四天消息还是未读
156497,31,张锐,2022-06-20 04:31:02,0,4,4,我靠！专项跑了70分钟绩点4.5你敢信！神仙老师！好几次下课超级早，选他！
159888,31,张锐,2022-09-08 02:54:21,0,2,2,好老师，很为学生着想的老师，温和有趣
160923,31,张锐,2022-10-19 16:25:16,0,2,2,很棒
160924,31,张锐,2022-10-19 16:26:24,0,2,2,老师超好！
163966,31,张锐,2022-12-17 03:43:43,1,2,1,上的身体素质课，老师是真的言简意赅。老师好像是负责田径的，课前指导田径队训练，指导的时候也很少说话，丢去一个眼神，队员就懂了。课不水，经常设计各种奇怪的科目，但基本都很有意思。
164607,31,张锐,2022-12-22 07:48:02,-1,2,3,老师人非常好
168974,31,张锐,2023-02-24 01:58:44,1,2,1,老师人很温柔
171823,31,张锐,2023-04-06 12:58:40,3,7,4,这老师什么牛马？学在浙大发疯乱码给我理论扣分？真是长见识了
171879,31,张锐,2023-04-11 11:38:12,6,8,2,钉钉找他已读不回
172063,31,张锐,2023-04-18 10:12:23,0,2,2,身体素质事儿贼多
174174,31,张锐,2023-06-07 04:18:01,2,6,4,专项给分86以上，好的可以拉到94-100
174756,31,张锐,2023-06-17 04:42:06,7,10,3,钉钉问任何事情都是已读不回，这么大年纪了还不会打字建议离职自己学习一下，负担不起老师的指责可以不做老师的，一点点的能力天大的脾气
175842,31,张锐,2023-06-27 02:36:04,3,6,3,普通体育课一分都不会捞人，而且考试对短跑要求非常非常高，如果短跑不够运动员水平，请慎选。\n\n\n\n别问，问就是三年五次体育课满绩，就他的课拿了一个3.0，我真是谢谢你。
178724,31,张锐,2023-07-20 09:18:45,2,3,1,普遍低分的正态何尝不是一种正态（？） 老师上课很好 人也很好 但是这学期分数是一点不调 短跑不好的人分数相当惨烈…
179003,31,张锐,2023-08-18 05:46:50,10,10,0,经常已读不回，专项给分奇差无比
184082,31,张锐,2023-12-08 07:43:34,9,10,1,逃。体素课会签迟到。
184111,31,张锐,2023-12-09 15:58:18,1,1,0,体素课有时会签退。可以自己提议下节课要做什么运动还是挺有趣的。体素课钉钉群里会回复。
188079,31,张锐,2024-01-18 07:19:57,3,5,2,挺难评的……已读不回是常态，什么信息都比别的班滞后。比pww差了十万八千里
190472,31,张锐,2024-03-05 09:19:19,3,5,2,"print""出生"""
191525,31,张锐,2024-04-24 08:11:15,1,1,0,体素课签名方式很花，别来
192505,31,张锐,2024-05-22 06:01:05,3,7,4,2024.5.14第九节体素课，45分钟的课哥们迟到了23分钟💀\n\n全班同学一直在太阳底下站着晒着，哥们群里连个声也不吱💀
194675,31,张锐,2024-06-25 02:26:29,8,10,2,我请问了钉钉上讲一句话是要了你🐴吗
198450,31,张锐,2024-09-09 04:12:32,-5,1,6,一开始是选不上其他老师的课才选的，第二次身体素质课把他作为第一志愿选了。老师很好，不太水但是很宽容，感觉不是很会说话hh，但是下雨天会让我们直接回去，特别好的老师！
198463,31,张锐,2024-09-09 05:49:17,3,3,0,特别喜欢已读不回
198646,31,张锐,2024-09-10 10:33:25,3,4,1,第一节课，下雨，别人的课讲完放了，他的课讲完冒雨跑四圈。\n\n课件只有5分钟，上节课在东教，让你赶到东操来签到，迟到？说迟一两次问题不大，我真的想笑
198937,31,张锐,2024-09-13 06:53:07,3,3,0,避雷吧
199866,31,张锐,2024-10-05 08:24:58,5,5,0,已读不回
204517,31,张锐,2024-11-26 11:25:04,6,6,0,好几次迟到了给记成缺课，下课了去解释说记一次缺课问题不大，那我打一分问题也不大吧
205249,31,张锐,2024-12-03 08:22:53,2,2,0,身体素质课老师迟到很难评
206363,31,张锐,2024-12-14 14:24:00,-3,1,4,性格温柔，不过对待教学有一定要求
209396,31,张锐,2025-01-06 01:38:47,6,7,1,lj老师，给分真的烂
209577,31,张锐,2025-01-06 09:31:22,3,4,1,给分稀烂，答辩老师
209578,31,张锐,2025-01-06 09:31:51,3,4,1,给分很烂，避雷
209615,31,张锐,2025-01-06 11:07:42,1,1,0,坐标定向越野，上课体验感很差。给分差或许还能接受（可能还是自己太菜了），但消息回复不及时、上课风格呆板这该怎么解释呢？
209729,31,张锐,2025-01-07 01:45:29,3,3,0,给分属实难评，上课体验感也很差，快逃
211180,31,张锐,2025-01-11 03:28:19,2,2,0,给分确实不好，最后华家池的那次跑了二十多分钟，只有36.4的专项分，再加上回消息不及时的问题，总体一般般吧
214256,31,张锐,2025-01-31 03:59:03,1,1,0,每次都去结果体素课考勤给扣了2分，避雷吧
214470,31,张锐,2025-02-06 09:36:28,-2,1,3,收获不错
214852,31,张锐,2025-02-18 09:37:47,0,0,0,体素累
217327,31,张锐,2025-04-08 13:14:57,1,2,1,没有师德，这byd是我见到的第一个畜生老师。
219950,31,张锐,2025-06-12 04:24:32,1,1,0,钉钉上打一个字会死。任何集合地点等信息需要学生*自行推理探索*。考试相关的所有信息是一个默认名称的文件，且没有任何文字说明。\n\n如果选了他的课请多咨询同学定向越野的注意事项，不要像我没看到消息，导致考试一次没去，喜提大四80次打卡。
5659,102,傅旭波,2017-09-14 09:08:15,-22,10,32,差
13435,102,傅旭波,2015-12-28 03:52:24,34,40,6,好老师，能跟同学打成一片
13437,102,傅旭波,2015-12-28 03:56:10,3,5,2,挺萌的老师
15219,102,傅旭波,2016-01-13 00:01:42,2,6,4,可以的
16316,102,傅旭波,2017-12-26 03:15:22,-21,3,24,坑死了
16690,102,傅旭波,2016-01-18 19:25:56,-12,3,15,分低啊
16778,102,傅旭波,2016-01-19 02:55:08,4,7,3,给分稳
17241,102,傅旭波,2016-01-20 02:25:38,19,25,6,很好的老师，十二分钟跑会送你一段路，和我们关系也不错
17557,102,傅旭波,2016-01-20 11:56:42,4,9,5,老师女生其实挺水的人很不错
23003,102,傅旭波,2016-03-16 03:29:14,18,21,3,傅旭波：我最喜欢中级班了，大家传传球就去踢吧
23835,102,傅旭波,2016-04-18 11:59:08,3,5,2,老师人炒鸡好！给分也很好
26812,102,傅旭波,2016-06-21 07:08:18,3,5,2,老师很棒
29596,102,傅旭波,2016-06-30 04:30:50,0,2,2,老师特别好 对女生特别好！！
30689,102,傅旭波,2016-07-02 08:17:11,11,14,3,不知道为啥这么低，确实好老师，很好说话，不难为你
39607,102,傅旭波,2016-12-26 03:52:22,0,2,2,老师人非常好
40074,102,傅旭波,2016-12-29 05:22:33,7,10,3,和蔼又可亲，敬业又专业，怒刷10分！\n\n
42047,102,傅旭波,2017-01-13 13:04:22,0,4,4,老师很棒啊！对女生特别好，很好说话的.我缺勤了好几次最后拿了4.2
42077,102,傅旭波,2017-09-16 11:17:43,12,14,2,老师人很好！对我们总是笑呵呵的，最后一节课还和我们一起踢球。而且给分很好啊！期末活生生给我加了0.6的绩点...
43155,102,傅旭波,2017-02-26 03:52:36,0,2,2,老师很和蔼，给分也不错，赞！\n\n\n\n
44150,102,傅旭波,2018-07-09 00:29:50,0,2,2,挺好的，很不错的老师
53896,102,傅旭波,2017-06-28 03:24:55,0,2,2,老师炒鸡平易近人
54837,102,傅旭波,2017-06-30 09:44:38,0,4,4,突然就满了，还能说什么呢
54958,102,傅旭波,2017-06-30 13:27:37,-3,3,6,老师人超好！但是能不能不打94这种分数呢…
55806,102,傅旭波,2017-07-02 11:52:09,0,2,2,老师很亲切
58769,102,傅旭波,2017-09-17 04:14:47,2,3,1,...
63649,102,傅旭波,2017-12-11 13:47:15,0,2,2,很开心啊
65772,102,傅旭波,2018-01-09 05:19:11,-2,0,2,还可以的老师
67207,102,傅旭波,2018-01-20 12:46:50,-3,2,5,傅老师还是很不错的。这学期选了他的课，然而变成孙冠荣来上了，体验极差，过来怀念一下傅老师足球课的日子。
67557,102,傅旭波,2018-01-21 13:43:25,3,3,0,老师是能和我们当兄弟的存在\n\n但是补考什么的嘴上提一下后面不是太负责 其实我不忍心这么说但还是要让大家知道
68480,102,傅旭波,2018-01-23 09:01:33,4,4,0,老师人很好，但是不会踢球身体素质比较差的选足球课真的心累
68492,102,傅旭波,2018-01-23 09:19:20,1,3,2,好老师！对足球基础差的同学很耐心，怒刷一波10
68510,102,傅旭波,2018-01-23 09:39:51,3,8,5,客观地说，老师是很和蔼的，但是给分真的不是很好，看课程均绩也看的出。就感觉平时上课什么的水水的挺不错的，但是最终给成绩一点也不水。给人一种平常还不错最后低绩点的感觉。这个学期足球班均绩3.55，老师给分可想而知。慎重
68578,102,傅旭波,2018-01-23 11:32:56,-1,5,6,傅老师经常会点名，所以想翘课的慎重。然后很和蔼，人很好！12分钟跑也比较松。说绩点低的，足球本身不好考，专项很难，绕杆10秒满分，一个班几乎一个手数的过来。上面有同学说他补测有点不负责，我觉得并没有。现在应该在做领导，所以有时候会有事不在。总体来说都很棒！下学期还是他的课还是很开心的！
69206,102,傅旭波,2018-01-24 10:07:06,0,5,5,老师不能再好，很体贴，每次都能踢球。可以期末考了一次不想再考第二次，绩点一般了…只能怪自己了，下学期也选了老师的中级班，10分的老师妥妥的！
69622,102,傅旭波,2018-01-25 05:40:08,12,17,5,我被绩杀了? ? ?
70933,102,傅旭波,2018-01-28 00:30:35,2,3,1,足球课基本就是在玩，给分不错。\n\n
71795,102,傅旭波,2018-01-29 03:19:07,5,6,1,第二个学期上傅老师的课了，也是最后一次了。虽然平时总说他水，上课不教什么东西，但每次和老师笑嘻嘻地聊天就觉得很亲切了！只可惜最后没和您踢一场球，希望以后在球场还有机会见到您吧。
75564,102,傅旭波,2018-03-13 10:56:15,6,6,0,和学生没有距离，很有亲和力，每节课只要有时间都会尽力给出时间踢比赛。
80083,102,傅旭波,2018-06-20 00:28:08,1,2,1,好，给赞
93259,102,傅旭波,2019-01-08 12:33:13,4,4,0,傅老师人很好，对同学也很好，每周三的足球课成为了一周里的亮点
95715,102,傅旭波,2019-01-20 02:31:28,1,3,2,老师很棒，能够在能力范围之内尽可能的帮助同学们拿高分，也能和同学们打成一片，责任心很强
98903,102,傅旭波,2019-01-24 04:53:08,1,1,0,老师人好啊，给分也超棒！强推
99169,102,傅旭波,2019-01-24 11:01:04,1,1,0,以为崩了结果还能接受，不错
99406,102,傅旭波,2019-01-24 17:18:54,0,2,2,超棒的老师，课堂氛围好，对同学们很亲切。给分也很良心啊，我12分钟和最后期末考试都没有满，专项辅导课一半没去，还以为要挂了结果还有4.5！超棒！
104535,102,傅旭波,2019-03-23 02:40:38,1,1,0,老师人很好，不过不知道为什么每次选课都选不满orzz，可能是时间冲突吧
109002,102,傅旭波,2019-06-05 09:04:41,-21,0,21,垃圾老师 35℃的天让学生在操场上跑十二分跑？？
122282,102,傅旭波,2020-02-22 08:06:14,3,3,0,足球班，都会给时间自己踢比赛，上课也没问题，给分也没问题，很好
130450,102,傅旭波,2021-01-22 12:46:11,0,0,0,好老师，强推
131799,102,傅旭波,2021-01-29 03:56:18,1,1,0,体育辅导课事情挺少的
133164,102,傅旭波,2021-02-12 05:42:05,0,2,2,每次点名都去，十二分钟跑了6圈。给我3.6.谢谢老师。
135724,102,傅旭波,2021-05-21 00:44:46,2,3,1,好老师，什么都不用多说
140218,102,傅旭波,2021-09-05 16:23:17,1,1,0,是个好老师
140318,102,傅旭波,2021-09-08 13:11:52,0,1,1,波哥会调分 真的 期末考试帮我减了两秒
145184,102,傅旭波,2021-12-28 06:03:13,1,1,0,傅老师没什么说的十分
145482,102,傅旭波,2021-12-30 02:51:14,0,1,1,选就完了
149275,102,傅旭波,2022-01-15 03:06:11,0,1,1,就是好奇最后一脚没踢进会不会加时间（滑稽
149297,102,傅旭波,2022-01-15 04:19:17,3,3,0,前面那位，最后一脚不进不会影响时间哦，放心就行
153573,102,傅旭波,2022-05-05 03:06:43,4,6,2,引体向上和12分钟跑不放水，别人都是剩个三四十秒老师让他跑完给他加半圈，我们是老师直接让我们不跑了不给加圈数，还要求有人记录每个人跑了几圈
154204,102,傅旭波,2022-05-26 03:15:20,3,6,3,我只能说。🐶都不选体育课。\n\n这个老师还贼求是。我服了
154655,102,傅旭波,2022-06-03 02:13:50,6,8,2,老师有原则不是缺点，自己水平低还想得高分，你仔细觉得合适吗？
156335,102,傅旭波,2022-06-19 06:19:16,0,0,0,女生快选，初级班期末考十六秒是满分，成绩不会太差。但是对比隔壁张束老师，感觉那边记秒是放点水的，不过张老师骂人太凶了，波波虽然录成绩不放水，但平时超级水，女生下半节课可以坐旁边休息的都，人很和蔼不凶人
157833,102,傅旭波,2022-06-25 04:48:05,2,2,0,上课比较轻松的会有半节课踢球，不过给分感觉比较惨淡，特别是对没有基础的，初级班专项满的大多只有几个老油条，少几秒钟会扣很多，技评给分也是按照专项换算的
159895,102,傅旭波,2022-09-08 10:33:46,-1,9,10,别他妈了个逼\n\n搞你那打卡\n\n逼死人啊\n\n能不能人性点啊\n\n六二
159896,102,傅旭波,2022-09-08 10:48:42,0,2,2,sb，跟林建华一样。
159906,102,傅旭波,2022-09-08 14:31:04,1,1,0,看满离
160019,102,傅旭波,2022-09-12 01:50:52,-1,4,5,改你妈的浙大体艺给你妈来一刀行不行
165273,102,傅旭波,2022-12-30 15:41:35,-5,0,5,整打卡折磨学生不如多整整你那外包垃圾app
170031,102,傅旭波,2023-03-01 05:26:02,2,2,0,老师十分 一分打给浙大体艺 傻篮子app
179166,102,傅旭波,2023-08-29 05:10:20,0,1,1,身体素质课。\n\n老师人很好，也很体谅我们，和学生打成一片。体素课运动量适中。不过他事情挺多的，经常会有别的老师来代课，来代课的老师给我们的运动量那是真的大。
188677,102,傅旭波,2024-01-19 13:50:23,1,1,0,挺好的老师，绕杆考试会多给几次机会，会用半节课的时间让我们踢球，能和我们打成一片，喜欢足球的同学比较推荐
193239,102,傅旭波,2024-06-05 03:56:15,-1,3,4,人好 体素课水
197112,102,傅旭波,2024-07-08 01:06:04,2,2,0,足球考试对零基础的同学有点难
198867,102,傅旭波,2024-09-12 08:55:20,4,5,1,巨累无比
200366,102,傅旭波,2024-10-16 08:46:33,-2,1,3,可好了
203263,102,傅旭波,2024-11-18 14:55:16,4,9,5,浙大体艺打卡制度改革的始作俑者，屎中屎中屎。为什么要这样千方百计、想方设法、无所不用其极地为难学生
205999,102,傅旭波,2024-12-13 02:52:49,2,3,1,老师人挺和善的，就上课而言来打个十分。\n\n翻历史评价才知道竟然是浙大体艺改革始作俑者吗
206737,102,傅旭波,2024-12-17 10:00:14,0,2,2,就体素课而言我给老师10分，很水，而且老师人很好，签到都会等等大家，有时候他让我们分开两队热身，我以为他在盯着我们，结果他眼睛是眯着的☺️
209398,102,傅旭波,2025-01-06 01:42:38,-1,0,1,超爱你，第1个满绩！
211039,102,傅旭波,2025-01-10 11:36:18,-1,0,1,足球课：前半节课训练，后半节课踢比赛。老师人挺不错的
215003,102,傅旭波,2025-02-20 03:32:52,0,1,1,老师挺有意思的，身体不舒服就允许你在旁边看其他人踢球，还会和你聊聊天啥的。上课也以自由踢比赛为主，12分钟跑倒是没看见放水的....
219767,102,傅旭波,2025-06-05 09:10:33,0,1,1,人都走完了你告诉我要签退？？去上个厕所回来就不让老子补签了，还说什么你们理由都很多的，问就是“不管了”你要不先看看签上了几个人？\n\n总之他的体素能不选就别选，一堆突击签退，补签难得一笔、\n\n只能说和前几年的评价差远了
220204,102,傅旭波,2025-06-16 09:00:42,-1,0,1,傅老师我爱你！！！\n\n\n\n上的是傅老师的足球初级班，首先上课对喜欢踢球的同学非常友好，没有废话，从第一节课开始每节课都有45分钟左右踢比赛。其次老师人也很好，非常愿意沟通交流，最后一节课踢球我状态不太好，有些失落，下课老师也是主动和我开玩笑，让我好受很多。可能对上课不来的同学会不太友好吧，我们这门课好像是挂了一个经常不来的，因为两周的考试他好像都没来，傅老师好像叫他下学期补考还是怎么样。不过你都没来了，我觉得也不能怪老师吧，我上课经常迟到，老师也都是愿意帮我补签的。最后给分实在是出乎意料，专项比纯按时间赋分高了6分（93->99），也不知道老师是怎么算的。\n\n\n\n总之谢谢老师，最后一节课之前一直觉得你是一个比较佛系的老师，什么也不管，让我们踢球踢爽了就行。后来发现不是这样的，你只是不爱说教而已。可惜在玉泉上不到傅老师的足球课了。（不对，确实是比较佛系）
221767,102,傅旭波,2025-06-26 06:24:56,0,0,0,老师人不错，但是足球相比其他体育课是比较难拿到高绩点的，可以考虑一下再选
867,111,柳志鹏,2015-03-18 05:39:46,3,8,5,不怎么样
1922,111,柳志鹏,2015-03-26 08:18:13,2,5,3,柳导好萌的!
6024,111,柳志鹏,2015-07-10 09:35:04,-8,6,14,其实人还是善良的。只是一直在出差 一共就来了三分之一的课，所以更适合那些本来有点基础的自由活动也会开心的同学 他考试很水 很多人作弊
9834,111,柳志鹏,2015-11-10 12:21:58,12,19,7,功底很深厚的足球老师，真正热爱足球的人从他身上能学到很多。
10270,111,柳志鹏,2015-11-18 00:54:15,1,4,3,很难心的老师 给分不错
12186,111,柳志鹏,2015-12-22 08:44:00,2,5,3,认真负责 难得的好老师！！
13595,111,柳志鹏,2015-12-30 01:15:57,4,8,4,老师人挺好的，最后一节课我们好多人准备大英背诵，老师没说什么，提前让我们走了，最后还说祝考试顺利。蛮感动的。
15093,111,柳志鹏,2016-01-12 04:11:22,-6,2,8,选上柳老师的课，当然要提提分了
15220,111,柳志鹏,2016-01-13 00:02:46,3,5,2,........
16498,111,柳志鹏,2016-01-18 08:43:52,1,4,3,无语了
16760,111,柳志鹏,2016-01-19 02:32:32,0,3,3,很好很有趣
17015,111,柳志鹏,2016-01-19 12:38:23,4,14,10,柳导人真的很好，人也很有趣，那次睡过头迟到了结果向他解释一下就没事了。。给分也不错。而且给人一种特别深藏不露的球场老大叔的感觉
